ts,price,bid,ask,size
2026-02-27T14:30:03.625Z,17350.25,17350.00,17350.25,5
2026-02-27T14:30:03.750Z,17350.00,17350.00,17350.25,1
2026-02-27T14:30:03.875Z,17350.50,17350.25,17350.50,3
2026-02-27T14:30:04.000Z,17350.25,17350.25,17350.50,5
2026-02-27T14:30:04.125Z,17350.00,17350.00,17350.25,6
2026-02-27T14:30:04.250Z,17350.25,17350.00,17350.25,1
2026-02-27T14:30:04.375Z,17350.00,17350.00,17350.25,4
2026-02-27T14:30:04.500Z,17350.00,17350.00,17350.25,1
2026-02-27T14:30:04.625Z,17350.00,17350.00,17350.25,4
2026-02-27T14:30:04.750Z,17350.25,17350.00,17350.25,5
2026-02-27T14:30:04.875Z,17350.00,17350.00,17350.25,2
2026-02-27T14:30:05.000Z,17350.25,17350.00,17350.25,6
2026-02-27T14:30:05.125Z,17350.00,17350.00,17350.25,1
2026-02-27T14:30:05.250Z,17350.00,17350.00,17350.25,6
2026-02-27T14:30:05.375Z,17350.00,17350.00,17350.25,4
2026-02-27T14:30:05.500Z,17350.00,17350.00,17350.25,2
2026-02-27T14:30:05.625Z,17350.00,17350.00,17350.25,6
2026-02-27T14:30:05.750Z,17350.00,17350.00,17350.25,1
2026-02-27T14:30:05.875Z,17350.00,17350.00,17350.25,6
2026-02-27T14:30:06.000Z,17350.25,17350.00,17350.25,6
2026-02-27T14:30:06.125Z,17350.00,17350.00,17350.25,2
2026-02-27T14:30:06.250Z,17350.00,17350.00,17350.25,6
2026-02-27T14:30:06.375Z,17350.25,17350.25,17350.50,6
2026-02-27T14:30:06.500Z,17350.25,17350.25,17350.50,6
2026-02-27T14:30:06.625Z,17350.50,17350.25,17350.50,3
2026-02-27T14:30:06.750Z,17350.50,17350.25,17350.50,6
2026-02-27T14:30:06.875Z,17350.25,17350.25,17350.50,3
2026-02-27T14:30:07.000Z,17350.25,17350.00,17350.25,3
2026-02-27T14:30:07.125Z,17350.25,17350.00,17350.25,1
2026-02-27T14:30:07.250Z,17350.25,17350.00,17350.25,4
2026-02-27T14:30:07.375Z,17350.25,17350.00,17350.25,1
2026-02-27T14:30:07.500Z,17349.75,17349.75,17350.00,1
2026-02-27T14:30:07.625Z,17349.75,17349.75,17350.00,3
2026-02-27T14:30:07.750Z,17349.75,17349.75,17350.00,4
2026-02-27T14:30:07.875Z,17349.50,17349.50,17349.75,2
2026-02-27T14:30:08.000Z,17349.75,17349.50,17349.75,3
2026-02-27T14:30:08.125Z,17349.50,17349.50,17349.75,6
2026-02-27T14:30:08.250Z,17349.75,17349.75,17350.00,4
2026-02-27T14:30:08.375Z,17349.75,17349.75,17350.00,1
2026-02-27T14:30:08.500Z,17350.00,17349.75,17350.00,6
2026-02-27T14:30:08.625Z,17349.75,17349.75,17350.00,5
2026-02-27T14:30:08.750Z,17350.00,17349.75,17350.00,5
2026-02-27T14:30:08.875Z,17349.75,17349.75,17350.00,3
2026-02-27T14:30:09.000Z,17350.00,17349.75,17350.00,3
2026-02-27T14:30:09.125Z,17349.75,17349.75,17350.00,2
2026-02-27T14:30:09.250Z,17350.00,17349.75,17350.00,2
2026-02-27T14:30:09.375Z,17349.75,17349.75,17350.00,6
2026-02-27T14:30:09.500Z,17350.25,17350.00,17350.25,1
2026-02-27T14:30:09.625Z,17350.00,17350.00,17350.25,6
2026-02-27T14:30:09.750Z,17350.25,17350.00,17350.25,4
2026-02-27T14:30:09.875Z,17350.00,17350.00,17350.25,2
2026-02-27T14:30:10.000Z,17350.25,17350.00,17350.25,6
2026-02-27T14:30:10.125Z,17350.25,17350.00,17350.25,5
2026-02-27T14:30:10.250Z,17350.00,17350.00,17350.25,4
2026-02-27T14:30:10.375Z,17350.00,17350.00,17350.25,6
2026-02-27T14:30:10.500Z,17350.50,17350.25,17350.50,3
2026-02-27T14:30:10.625Z,17350.25,17350.25,17350.50,6
2026-02-27T14:30:10.750Z,17350.25,17350.25,17350.50,5
2026-02-27T14:30:10.875Z,17350.50,17350.25,17350.50,1
2026-02-27T14:30:11.000Z,17350.50,17350.25,17350.50,4
2026-02-27T14:30:11.125Z,17350.50,17350.25,17350.50,6
2026-02-27T14:30:11.250Z,17350.25,17350.25,17350.50,1
2026-02-27T14:30:11.375Z,17350.25,17350.25,17350.50,6
2026-02-27T14:30:11.500Z,17350.25,17350.00,17350.25,3
2026-02-27T14:30:11.625Z,17350.00,17350.00,17350.25,5
2026-02-27T14:30:11.750Z,17350.25,17350.00,17350.25,2
2026-02-27T14:30:11.875Z,17350.00,17350.00,17350.25,4
2026-02-27T14:30:12.000Z,17350.00,17350.00,17350.25,3
2026-02-27T14:30:12.125Z,17350.00,17349.75,17350.00,1
2026-02-27T14:30:12.250Z,17350.00,17349.75,17350.00,5
2026-02-27T14:30:12.375Z,17349.75,17349.75,17350.00,6
2026-02-27T14:30:12.500Z,17350.00,17349.75,17350.00,3
2026-02-27T14:30:12.625Z,17350.00,17349.75,17350.00,5
2026-02-27T14:30:12.750Z,17349.75,17349.75,17350.00,4
2026-02-27T14:30:12.875Z,17350.00,17350.00,17350.25,5
2026-02-27T14:30:13.000Z,17350.00,17350.00,17350.25,4
2026-02-27T14:30:13.125Z,17350.00,17350.00,17350.25,2
2026-02-27T14:30:13.250Z,17350.25,17350.00,17350.25,1
2026-02-27T14:30:13.375Z,17350.25,17350.25,17350.50,1
2026-02-27T14:30:13.500Z,17350.00,17350.00,17350.25,5
2026-02-27T14:30:13.625Z,17350.25,17350.00,17350.25,3
2026-02-27T14:30:13.750Z,17350.00,17350.00,17350.25,1
2026-02-27T14:30:13.875Z,17350.50,17350.25,17350.50,1
2026-02-27T14:30:14.000Z,17350.50,17350.50,17350.75,5
2026-02-27T14:30:14.125Z,17350.75,17350.50,17350.75,1
2026-02-27T14:30:14.250Z,17350.50,17350.50,17350.75,6
2026-02-27T14:30:14.375Z,17350.75,17350.50,17350.75,1
2026-02-27T14:30:14.500Z,17350.50,17350.50,17350.75,5
2026-02-27T14:30:14.625Z,17350.50,17350.50,17350.75,2
2026-02-27T14:30:14.750Z,17350.75,17350.50,17350.75,3
2026-02-27T14:30:14.875Z,17350.75,17350.50,17350.75,6
2026-02-27T14:30:15.000Z,17350.50,17350.50,17350.75,6
2026-02-27T14:30:15.125Z,17350.50,17350.50,17350.75,6
2026-02-27T14:30:15.250Z,17350.50,17350.50,17350.75,5
2026-02-27T14:30:15.375Z,17350.50,17350.50,17350.75,6
2026-02-27T14:30:15.500Z,17350.50,17350.50,17350.75,2
2026-02-27T14:30:15.625Z,17350.75,17350.50,17350.75,3
2026-02-27T14:30:15.750Z,17350.75,17350.50,17350.75,1
2026-02-27T14:30:15.875Z,17350.75,17350.50,17350.75,4
2026-02-27T14:30:16.000Z,17350.50,17350.50,17350.75,4
2026-02-27T14:30:16.125Z,17350.75,17350.50,17350.75,5
2026-02-27T14:30:16.250Z,17350.75,17350.50,17350.75,4
2026-02-27T14:30:16.375Z,17350.50,17350.25,17350.50,3
2026-02-27T14:30:16.500Z,17350.50,17350.25,17350.50,1
2026-02-27T14:30:16.625Z,17350.25,17350.25,17350.50,4
2026-02-27T14:30:16.750Z,17350.50,17350.25,17350.50,4
2026-02-27T14:30:16.875Z,17350.25,17350.25,17350.50,2
2026-02-27T14:30:17.000Z,17350.25,17350.25,17350.50,4
2026-02-27T14:30:17.125Z,17350.25,17350.25,17350.50,3
2026-02-27T14:30:17.250Z,17350.50,17350.25,17350.50,3
2026-02-27T14:30:17.375Z,17350.50,17350.25,17350.50,2
2026-02-27T14:30:17.500Z,17350.50,17350.50,17350.75,3
2026-02-27T14:30:17.625Z,17350.50,17350.50,17350.75,3
2026-02-27T14:30:17.750Z,17350.50,17350.50,17350.75,6
2026-02-27T14:30:17.875Z,17350.75,17350.50,17350.75,6
2026-02-27T14:30:18.000Z,17350.50,17350.50,17350.75,5
2026-02-27T14:30:18.125Z,17350.50,17350.50,17350.75,3
2026-02-27T14:30:18.250Z,17350.75,17350.50,17350.75,2
2026-02-27T14:30:18.375Z,17350.75,17350.50,17350.75,2
2026-02-27T14:30:18.500Z,17350.75,17350.50,17350.75,2
2026-02-27T14:30:18.625Z,17350.50,17350.50,17350.75,2
2026-02-27T14:30:18.750Z,17350.75,17350.50,17350.75,1
2026-02-27T14:30:18.875Z,17350.75,17350.50,17350.75,6
2026-02-27T14:30:19.000Z,17350.75,17350.50,17350.75,5
2026-02-27T14:30:19.125Z,17350.50,17350.50,17350.75,1
2026-02-27T14:30:19.250Z,17350.75,17350.75,17351.00,5
2026-02-27T14:30:19.375Z,17351.00,17351.00,17351.25,5
2026-02-27T14:30:19.500Z,17351.00,17351.00,17351.25,2
2026-02-27T14:30:19.625Z,17351.25,17351.00,17351.25,5
2026-02-27T14:30:19.750Z,17351.25,17351.00,17351.25,1
2026-02-27T14:30:19.875Z,17351.25,17351.00,17351.25,4
2026-02-27T14:30:20.000Z,17351.00,17351.00,17351.25,2
2026-02-27T14:30:20.125Z,17351.00,17351.00,17351.25,3
2026-02-27T14:30:20.250Z,17351.00,17351.00,17351.25,4
2026-02-27T14:30:20.375Z,17351.00,17351.00,17351.25,1
2026-02-27T14:30:20.500Z,17350.75,17350.75,17351.00,3
2026-02-27T14:30:20.625Z,17351.00,17350.75,17351.00,2
2026-02-27T14:30:20.750Z,17351.00,17350.75,17351.00,6
2026-02-27T14:30:20.875Z,17350.75,17350.50,17350.75,4
2026-02-27T14:30:21.000Z,17350.50,17350.50,17350.75,1
2026-02-27T14:30:21.125Z,17350.50,17350.50,17350.75,1
2026-02-27T14:30:21.250Z,17350.50,17350.50,17350.75,3
2026-02-27T14:30:21.375Z,17350.50,17350.50,17350.75,2
2026-02-27T14:30:21.500Z,17350.75,17350.75,17351.00,2
2026-02-27T14:30:21.625Z,17350.75,17350.75,17351.00,3
2026-02-27T14:30:21.750Z,17351.00,17350.75,17351.00,1
2026-02-27T14:30:21.875Z,17350.50,17350.50,17350.75,6
2026-02-27T14:30:22.000Z,17350.75,17350.50,17350.75,6
2026-02-27T14:30:22.125Z,17350.75,17350.50,17350.75,2
2026-02-27T14:30:22.250Z,17350.25,17350.25,17350.50,1
2026-02-27T14:30:22.375Z,17350.75,17350.50,17350.75,3
2026-02-27T14:30:22.500Z,17350.75,17350.50,17350.75,4
2026-02-27T14:30:22.625Z,17350.75,17350.75,17351.00,1
2026-02-27T14:30:22.750Z,17351.00,17350.75,17351.00,3
2026-02-27T14:30:22.875Z,17351.00,17350.75,17351.00,2
2026-02-27T14:30:23.000Z,17351.00,17350.75,17351.00,4
2026-02-27T14:30:23.125Z,17351.00,17350.75,17351.00,5
2026-02-27T14:30:23.250Z,17350.75,17350.75,17351.00,6
2026-02-27T14:30:23.375Z,17350.75,17350.75,17351.00,6
2026-02-27T14:30:23.500Z,17351.00,17350.75,17351.00,5
2026-02-27T14:30:23.625Z,17351.00,17350.75,17351.00,2
2026-02-27T14:30:23.750Z,17351.00,17350.75,17351.00,3
2026-02-27T14:30:23.875Z,17350.75,17350.75,17351.00,1
2026-02-27T14:30:24.000Z,17351.00,17350.75,17351.00,1
2026-02-27T14:30:24.125Z,17350.75,17350.75,17351.00,4
2026-02-27T14:30:24.250Z,17350.75,17350.75,17351.00,1
2026-02-27T14:30:24.375Z,17350.75,17350.75,17351.00,4
2026-02-27T14:30:24.500Z,17350.75,17350.75,17351.00,4
2026-02-27T14:30:24.625Z,17350.75,17350.75,17351.00,5
2026-02-27T14:30:24.750Z,17350.75,17350.75,17351.00,3
2026-02-27T14:30:24.875Z,17351.00,17350.75,17351.00,1
2026-02-27T14:30:25.000Z,17351.00,17350.75,17351.00,4
2026-02-27T14:30:25.125Z,17351.00,17350.75,17351.00,2
2026-02-27T14:30:25.250Z,17350.75,17350.75,17351.00,4
2026-02-27T14:30:25.375Z,17350.75,17350.75,17351.00,6
2026-02-27T14:30:25.500Z,17350.75,17350.75,17351.00,2
2026-02-27T14:30:25.625Z,17351.00,17350.75,17351.00,4
2026-02-27T14:30:25.750Z,17351.00,17350.75,17351.00,5
2026-02-27T14:30:25.875Z,17350.75,17350.75,17351.00,5
2026-02-27T14:30:26.000Z,17351.00,17350.75,17351.00,3
2026-02-27T14:30:26.125Z,17351.00,17350.75,17351.00,2
2026-02-27T14:30:26.250Z,17350.75,17350.75,17351.00,4
2026-02-27T14:30:26.375Z,17350.75,17350.75,17351.00,4
2026-02-27T14:30:26.500Z,17351.00,17350.75,17351.00,5
2026-02-27T14:30:26.625Z,17350.75,17350.50,17350.75,2
2026-02-27T14:30:26.750Z,17350.50,17350.50,17350.75,2
2026-02-27T14:30:26.875Z,17350.75,17350.75,17351.00,5
2026-02-27T14:30:27.000Z,17350.75,17350.75,17351.00,1
2026-02-27T14:30:27.125Z,17351.00,17350.75,17351.00,2
2026-02-27T14:30:27.250Z,17350.50,17350.50,17350.75,2
2026-02-27T14:30:27.375Z,17350.50,17350.50,17350.75,5
2026-02-27T14:30:27.500Z,17350.75,17350.50,17350.75,4
2026-02-27T14:30:27.625Z,17350.75,17350.50,17350.75,3
2026-02-27T14:30:27.750Z,17350.75,17350.50,17350.75,4
2026-02-27T14:30:27.875Z,17350.75,17350.50,17350.75,3
2026-02-27T14:30:28.000Z,17350.25,17350.25,17350.50,2
2026-02-27T14:30:28.125Z,17350.25,17350.25,17350.50,4
2026-02-27T14:30:28.250Z,17350.50,17350.25,17350.50,2
2026-02-27T14:30:28.375Z,17350.25,17350.25,17350.50,1
2026-02-27T14:30:28.500Z,17350.25,17350.25,17350.50,1
2026-02-27T14:30:28.625Z,17350.25,17350.25,17350.50,5
2026-02-27T14:30:28.750Z,17350.50,17350.25,17350.50,5
2026-02-27T14:30:28.875Z,17350.25,17350.25,17350.50,1
2026-02-27T14:30:29.000Z,17350.75,17350.50,17350.75,5
2026-02-27T14:30:29.125Z,17350.50,17350.50,17350.75,5
2026-02-27T14:30:29.250Z,17350.50,17350.50,17350.75,6
2026-02-27T14:30:29.375Z,17350.75,17350.50,17350.75,5
2026-02-27T14:30:29.500Z,17350.50,17350.50,17350.75,4
2026-02-27T14:30:29.625Z,17350.50,17350.50,17350.75,4
2026-02-27T14:30:29.750Z,17350.75,17350.50,17350.75,1
2026-02-27T14:30:29.875Z,17350.75,17350.50,17350.75,2
2026-02-27T14:30:30.000Z,17350.50,17350.50,17350.75,3
2026-02-27T14:30:30.125Z,17350.75,17350.50,17350.75,1
2026-02-27T14:30:30.250Z,17350.50,17350.50,17350.75,1
2026-02-27T14:30:30.375Z,17350.50,17350.50,17350.75,3
2026-02-27T14:30:30.500Z,17350.75,17350.50,17350.75,2
2026-02-27T14:30:30.625Z,17350.50,17350.50,17350.75,3
2026-02-27T14:30:30.750Z,17350.75,17350.50,17350.75,5
2026-02-27T14:30:30.875Z,17350.75,17350.50,17350.75,5
2026-02-27T14:30:31.000Z,17350.75,17350.75,17351.00,5
2026-02-27T14:30:31.125Z,17351.00,17350.75,17351.00,3
2026-02-27T14:30:31.250Z,17351.00,17350.75,17351.00,4
2026-02-27T14:30:31.375Z,17351.00,17350.75,17351.00,3
2026-02-27T14:30:31.500Z,17350.75,17350.75,17351.00,6
2026-02-27T14:30:31.625Z,17350.50,17350.50,17350.75,5
2026-02-27T14:30:31.750Z,17350.50,17350.50,17350.75,4
2026-02-27T14:30:31.875Z,17350.50,17350.50,17350.75,1
2026-02-27T14:30:32.000Z,17350.50,17350.50,17350.75,4
2026-02-27T14:30:32.125Z,17350.75,17350.50,17350.75,6
2026-02-27T14:30:32.250Z,17350.50,17350.50,17350.75,3
2026-02-27T14:30:32.375Z,17350.75,17350.50,17350.75,2
2026-02-27T14:30:32.500Z,17350.75,17350.50,17350.75,6
2026-02-27T14:30:32.625Z,17350.75,17350.75,17351.00,5
2026-02-27T14:30:32.750Z,17350.75,17350.75,17351.00,5
2026-02-27T14:30:32.875Z,17350.75,17350.75,17351.00,5
2026-02-27T14:30:33.000Z,17351.00,17351.00,17351.25,6
2026-02-27T14:30:33.125Z,17351.25,17351.25,17351.50,4
2026-02-27T14:30:33.250Z,17351.25,17351.25,17351.50,2
2026-02-27T14:30:33.375Z,17351.50,17351.25,17351.50,2
2026-02-27T14:30:33.500Z,17351.50,17351.25,17351.50,4
2026-02-27T14:30:33.625Z,17351.50,17351.25,17351.50,1
2026-02-27T14:30:33.750Z,17351.50,17351.25,17351.50,3
2026-02-27T14:30:33.875Z,17351.75,17351.50,17351.75,6
2026-02-27T14:30:34.000Z,17351.75,17351.50,17351.75,3
2026-02-27T14:30:34.125Z,17351.75,17351.50,17351.75,3
2026-02-27T14:30:34.250Z,17351.50,17351.50,17351.75,1
2026-02-27T14:30:34.375Z,17351.50,17351.50,17351.75,4
2026-02-27T14:30:34.500Z,17351.50,17351.50,17351.75,6
2026-02-27T14:30:34.625Z,17351.75,17351.50,17351.75,1
2026-02-27T14:30:34.750Z,17351.75,17351.50,17351.75,5
2026-02-27T14:30:34.875Z,17351.75,17351.50,17351.75,1
2026-02-27T14:30:35.000Z,17351.50,17351.50,17351.75,4
2026-02-27T14:30:35.125Z,17351.75,17351.50,17351.75,1
2026-02-27T14:30:35.250Z,17351.50,17351.50,17351.75,4
2026-02-27T14:30:35.375Z,17351.75,17351.50,17351.75,3
2026-02-27T14:30:35.500Z,17351.75,17351.50,17351.75,3
2026-02-27T14:30:35.625Z,17351.50,17351.50,17351.75,6
2026-02-27T14:30:35.750Z,17351.50,17351.50,17351.75,4
2026-02-27T14:30:35.875Z,17351.50,17351.50,17351.75,2
2026-02-27T14:30:36.000Z,17351.75,17351.50,17351.75,5
2026-02-27T14:30:36.125Z,17351.75,17351.50,17351.75,4
2026-02-27T14:30:36.250Z,17351.50,17351.50,17351.75,2
2026-02-27T14:30:36.375Z,17351.50,17351.50,17351.75,1
2026-02-27T14:30:36.500Z,17351.50,17351.50,17351.75,2
2026-02-27T14:30:36.625Z,17351.50,17351.50,17351.75,2
2026-02-27T14:30:36.750Z,17351.75,17351.50,17351.75,2
2026-02-27T14:30:36.875Z,17351.50,17351.50,17351.75,6
2026-02-27T14:30:37.000Z,17351.50,17351.25,17351.50,1
2026-02-27T14:30:37.125Z,17351.25,17351.25,17351.50,6
2026-02-27T14:30:37.250Z,17351.25,17351.25,17351.50,6
2026-02-27T14:30:37.375Z,17351.50,17351.25,17351.50,1
2026-02-27T14:30:37.500Z,17351.50,17351.25,17351.50,6
2026-02-27T14:30:37.625Z,17351.25,17351.25,17351.50,4
2026-02-27T14:30:37.750Z,17351.50,17351.25,17351.50,2
2026-02-27T14:30:37.875Z,17351.25,17351.25,17351.50,5
2026-02-27T14:30:38.000Z,17351.50,17351.25,17351.50,2
2026-02-27T14:30:38.125Z,17351.25,17351.25,17351.50,5
2026-02-27T14:30:38.250Z,17351.25,17351.25,17351.50,5
2026-02-27T14:30:38.375Z,17351.25,17351.25,17351.50,6
2026-02-27T14:30:38.500Z,17351.25,17351.25,17351.50,2
2026-02-27T14:30:38.625Z,17351.50,17351.25,17351.50,4
2026-02-27T14:30:38.750Z,17351.50,17351.25,17351.50,6
2026-02-27T14:30:38.875Z,17351.50,17351.25,17351.50,4
2026-02-27T14:30:39.000Z,17351.50,17351.25,17351.50,3
2026-02-27T14:30:39.125Z,17351.50,17351.25,17351.50,3
2026-02-27T14:30:39.250Z,17351.25,17351.25,17351.50,6
2026-02-27T14:30:39.375Z,17351.25,17351.25,17351.50,5
2026-02-27T14:30:39.500Z,17351.50,17351.25,17351.50,5
2026-02-27T14:30:39.625Z,17351.25,17351.25,17351.50,6
2026-02-27T14:30:39.750Z,17351.25,17351.00,17351.25,1
2026-02-27T14:30:39.875Z,17351.25,17351.00,17351.25,5
2026-02-27T14:30:40.000Z,17350.75,17350.75,17351.00,6
2026-02-27T14:30:40.125Z,17350.75,17350.75,17351.00,5
2026-02-27T14:30:40.250Z,17351.00,17350.75,17351.00,2
2026-02-27T14:30:40.375Z,17350.50,17350.50,17350.75,2
2026-02-27T14:30:40.500Z,17350.75,17350.50,17350.75,4
2026-02-27T14:30:40.625Z,17350.75,17350.50,17350.75,6
2026-02-27T14:30:40.750Z,17351.00,17350.75,17351.00,6
2026-02-27T14:30:40.875Z,17350.75,17350.75,17351.00,3
2026-02-27T14:30:41.000Z,17350.75,17350.75,17351.00,1
2026-02-27T14:30:41.125Z,17351.00,17350.75,17351.00,4
2026-02-27T14:30:41.250Z,17351.00,17350.75,17351.00,2
2026-02-27T14:30:41.375Z,17350.75,17350.75,17351.00,5
2026-02-27T14:30:41.500Z,17351.00,17350.75,17351.00,1
2026-02-27T14:30:41.625Z,17351.00,17350.75,17351.00,5
2026-02-27T14:30:41.750Z,17351.00,17350.75,17351.00,6
2026-02-27T14:30:41.875Z,17350.75,17350.75,17351.00,4
2026-02-27T14:30:42.000Z,17350.75,17350.50,17350.75,4
2026-02-27T14:30:42.125Z,17350.50,17350.50,17350.75,2
2026-02-27T14:30:42.250Z,17350.50,17350.50,17350.75,6
2026-02-27T14:30:42.375Z,17350.50,17350.25,17350.50,5
2026-02-27T14:30:42.500Z,17350.50,17350.25,17350.50,6
2026-02-27T14:30:42.625Z,17350.00,17350.00,17350.25,4
2026-02-27T14:30:42.750Z,17350.25,17350.00,17350.25,5
2026-02-27T14:30:42.875Z,17350.25,17350.00,17350.25,4
2026-02-27T14:30:43.000Z,17350.00,17350.00,17350.25,1
2026-02-27T14:30:43.125Z,17350.00,17350.00,17350.25,1
2026-02-27T14:30:43.250Z,17350.00,17350.00,17350.25,4
2026-02-27T14:30:43.375Z,17350.25,17350.00,17350.25,6
2026-02-27T14:30:43.500Z,17350.25,17350.00,17350.25,3
2026-02-27T14:30:43.625Z,17350.00,17350.00,17350.25,1
2026-02-27T14:30:43.750Z,17350.25,17350.00,17350.25,4
2026-02-27T14:30:43.875Z,17350.00,17349.75,17350.00,1
2026-02-27T14:30:44.000Z,17349.75,17349.75,17350.00,1
2026-02-27T14:30:44.125Z,17349.75,17349.75,17350.00,6
2026-02-27T14:30:44.250Z,17350.25,17350.00,17350.25,2
2026-02-27T14:30:44.375Z,17350.00,17350.00,17350.25,5
2026-02-27T14:30:44.500Z,17350.25,17350.00,17350.25,5
2026-02-27T14:30:44.625Z,17350.25,17350.00,17350.25,1
2026-02-27T14:30:44.750Z,17350.25,17350.00,17350.25,6
2026-02-27T14:30:44.875Z,17350.25,17350.25,17350.50,4
2026-02-27T14:30:45.000Z,17350.50,17350.25,17350.50,2
2026-02-27T14:30:45.125Z,17350.50,17350.25,17350.50,3
2026-02-27T14:30:45.250Z,17350.25,17350.25,17350.50,6
2026-02-27T14:30:45.375Z,17350.25,17350.25,17350.50,6
2026-02-27T14:30:45.500Z,17350.50,17350.50,17350.75,2
2026-02-27T14:30:45.625Z,17350.50,17350.25,17350.50,4
2026-02-27T14:30:45.750Z,17350.25,17350.25,17350.50,1
2026-02-27T14:30:45.875Z,17350.25,17350.25,17350.50,6
2026-02-27T14:30:46.000Z,17350.25,17350.25,17350.50,6
2026-02-27T14:30:46.125Z,17350.25,17350.25,17350.50,4
2026-02-27T14:30:46.250Z,17350.50,17350.25,17350.50,3
2026-02-27T14:30:46.375Z,17350.50,17350.25,17350.50,4
2026-02-27T14:30:46.500Z,17350.50,17350.25,17350.50,3
2026-02-27T14:30:46.625Z,17350.50,17350.25,17350.50,3
2026-02-27T14:30:46.750Z,17350.25,17350.25,17350.50,4
2026-02-27T14:30:46.875Z,17350.50,17350.25,17350.50,1
2026-02-27T14:30:47.000Z,17350.50,17350.25,17350.50,1
2026-02-27T14:30:47.125Z,17350.25,17350.25,17350.50,2
2026-02-27T14:30:47.250Z,17350.50,17350.25,17350.50,5
2026-02-27T14:30:47.375Z,17350.50,17350.25,17350.50,3
2026-02-27T14:30:47.500Z,17350.50,17350.25,17350.50,6
2026-02-27T14:30:47.625Z,17350.25,17350.00,17350.25,4
2026-02-27T14:30:47.750Z,17350.25,17350.25,17350.50,6
2026-02-27T14:30:47.875Z,17350.50,17350.25,17350.50,3
2026-02-27T14:30:48.000Z,17350.25,17350.00,17350.25,4
2026-02-27T14:30:48.125Z,17350.25,17350.00,17350.25,6
2026-02-27T14:30:48.250Z,17350.00,17349.75,17350.00,4
2026-02-27T14:30:48.375Z,17349.75,17349.75,17350.00,3
2026-02-27T14:30:48.500Z,17350.00,17349.75,17350.00,2
2026-02-27T14:30:48.625Z,17350.00,17349.75,17350.00,5
2026-02-27T14:30:48.750Z,17349.75,17349.75,17350.00,1
2026-02-27T14:30:48.875Z,17350.00,17349.75,17350.00,3
2026-02-27T14:30:49.000Z,17349.75,17349.75,17350.00,6
2026-02-27T14:30:49.125Z,17349.75,17349.50,17349.75,4
2026-02-27T14:30:49.250Z,17349.75,17349.50,17349.75,5
2026-02-27T14:30:49.375Z,17349.75,17349.75,17350.00,3
2026-02-27T14:30:49.500Z,17350.00,17349.75,17350.00,4
2026-02-27T14:30:49.625Z,17350.00,17349.75,17350.00,6
2026-02-27T14:30:49.750Z,17349.75,17349.75,17350.00,4
2026-02-27T14:30:49.875Z,17350.00,17349.75,17350.00,3
2026-02-27T14:30:50.000Z,17350.00,17349.75,17350.00,3
2026-02-27T14:30:50.125Z,17349.75,17349.75,17350.00,3
2026-02-27T14:30:50.250Z,17350.00,17349.75,17350.00,4
2026-02-27T14:30:50.375Z,17350.00,17349.75,17350.00,5
2026-02-27T14:30:50.500Z,17350.00,17349.75,17350.00,3
2026-02-27T14:30:50.625Z,17350.00,17349.75,17350.00,1
2026-02-27T14:30:50.750Z,17350.00,17349.75,17350.00,1
2026-02-27T14:30:50.875Z,17349.75,17349.75,17350.00,3
2026-02-27T14:30:51.000Z,17349.75,17349.75,17350.00,3
2026-02-27T14:30:51.125Z,17350.00,17349.75,17350.00,6
2026-02-27T14:30:51.250Z,17350.00,17349.75,17350.00,1
